customerID,actual_churn_label,predicted_probability,risk_score_0_100,risk_band,predicted_label_threshold_0_50,selected_model_name,dataset_partition,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,tenure_group,monthly_charge_band,total_charge_band,service_count,support_services_count,streaming_services_count,has_fiber_optic,is_month_to_month,uses_electronic_check,is_senior_citizen_flag,top_risk_driver_1,top_risk_driver_2,risk_driver_summary_short
3887-PBQAO,No,0.0616,6,Low,0,Random Forest,train,Female,0,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.9,1216.6,25-48 months,Low,Moderate Lifetime Value,2,0,0,No,No,No,No,No online security,No tech support,No single dominant cue; review full customer profile.
5919-TMRGD,Yes,0.9447,94,Critical,1,Random Forest,train,Female,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.35,79.35,0-12 months,High,Low Lifetime Value,3,0,1,Yes,Yes,Yes,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
8108-UXRQN,No,0.5177,52,Moderate,1,Random Forest,train,Female,0,Yes,Yes,11,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,50.55,565.35,0-12 months,Moderate,Moderate Lifetime Value,4,1,2,No,Yes,Yes,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
9191-MYQKX,Yes,0.7955,80,Critical,1,Random Forest,train,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.15,496.9,0-12 months,High,Low Lifetime Value,3,1,0,Yes,Yes,No,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
9919-YLNNG,No,0.5953,60,High,1,Random Forest,train,Female,0,No,No,42,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.8,4327.5,25-48 months,Very High,Very High Lifetime Value,7,3,2,Yes,Yes,No,No,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
0318-ZOPWS,No,0.0196,2,Low,0,Random Forest,train,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.15,973.35,49+ months,Low,Moderate Lifetime Value,1,0,0,No,No,No,No,No online security,No tech support,No single dominant cue; review full customer profile.
4445-ZJNMU,No,0.8651,87,Critical,1,Random Forest,test,Male,0,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.3,918.75,0-12 months,High,Moderate Lifetime Value,6,1,2,Yes,Yes,No,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4808-YNLEU,No,0.1239,12,Low,0,Random Forest,train,Female,0,Yes,No,35,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),62.15,2215.45,25-48 months,Moderate,High Lifetime Value,4,1,1,No,No,No,No,No tech support,Paperless billing,Associated with paperless billing.
1862-QRWPE,No,0.0192,2,Low,0,Random Forest,test,Female,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.65,1057.0,25-48 months,Low,Moderate Lifetime Value,1,0,0,No,No,No,No,No online security,No tech support,No single dominant cue; review full customer profile.
2796-NNUFI,No,0.0193,2,Low,0,Random Forest,train,Female,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.95,927.1,25-48 months,Low,Moderate Lifetime Value,1,0,0,No,No,No,No,No online security,No tech support,No single dominant cue; review full customer profile.
3016-KSVCP,No,0.4499,45,Moderate,0,Random Forest,train,Male,0,Yes,No,29,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,33.75,1009.25,25-48 months,Low,Moderate Lifetime Value,2,0,1,No,Yes,No,No,Month-to-month contract,No online security,Associated with month-to-month contract.
4767-HZZHQ,No,0.5693,57,Moderate,1,Random Forest,train,Male,0,Yes,Yes,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),82.05,2570.2,25-48 months,High,High Lifetime Value,4,2,0,Yes,Yes,No,No,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
2424-WVHPL,No,0.6446,64,High,1,Random Forest,train,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,74.7,74.7,0-12 months,High,Low Lifetime Value,3,1,0,Yes,Yes,Yes,Yes,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7233-PAHHL,No,0.04,4,Low,0,Random Forest,train,Male,0,Yes,Yes,66,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.0,5714.25,49+ months,High,Very High Lifetime Value,8,3,2,No,No,No,No,Paperless billing,No secondary cue,Associated with paperless billing.
6067-NGCEU,No,0.4029,40,Moderate,0,Random Forest,train,Female,0,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),111.05,7107.0,49+ months,Very High,Very High Lifetime Value,8,3,2,Yes,Yes,No,No,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
9848-JQJTX,No,0.198,20,Low,0,Random Forest,train,Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),100.9,7459.05,49+ months,Very High,Very High Lifetime Value,7,2,2,Yes,No,No,No,Fiber optic service,Higher monthly charges,Associated with fiber optic service and higher monthly charges.
8637-XJIVR,Yes,0.7103,71,High,1,Random Forest,test,Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,927.35,0-12 months,High,Moderate Lifetime Value,4,1,0,Yes,Yes,Yes,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
9803-FTJCG,No,0.1007,10,Low,0,Random Forest,train,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),66.85,4748.7,49+ months,Moderate,Very High Lifetime Value,6,3,0,No,No,No,No,Paperless billing,No secondary cue,Associated with paperless billing.
0278-YXOOG,Yes,0.3139,31,Moderate,0,Random Forest,train,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.05,113.85,0-12 months,Low,Low Lifetime Value,1,0,0,No,Yes,No,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3212-KXOCR,No,0.0201,2,Low,0,Random Forest,train,Male,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.0,1107.2,49+ months,Low,Moderate Lifetime Value,1,0,0,No,No,No,No,No online security,No tech support,No single dominant cue; review full customer profile.
4598-XLKNJ,Yes,0.747,75,High,1,Random Forest,train,Female,1,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,2514.5,25-48 months,High,High Lifetime Value,6,2,2,Yes,Yes,Yes,Yes,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
6380-ARCEH,No,0.6255,63,High,1,Random Forest,train,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,20.2,0-12 months,Low,Low Lifetime Value,1,0,0,No,Yes,No,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3679-XASPY,No,0.5665,57,Moderate,1,Random Forest,test,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.45,19.45,0-12 months,Low,Low Lifetime Value,1,0,0,No,Yes,Yes,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7123-WQUHX,No,0.2145,21,Low,0,Random Forest,train,Male,0,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),95.0,3605.6,25-48 months,High,Very High Lifetime Value,6,2,1,Yes,No,No,No,Fiber optic service,Higher monthly charges,Associated with fiber optic service and higher monthly charges.
5386-THSLQ,No,0.1452,15,Low,0,Random Forest,train,Female,1,Yes,No,66,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),45.55,3027.25,49+ months,Moderate,Very High Lifetime Value,4,2,1,No,No,No,Yes,No online security,No tech support,No single dominant cue; review full customer profile.
3192-NQECA,Yes,0.3175,32,Moderate,0,Random Forest,train,Male,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.0,7611.85,49+ months,Very High,Very High Lifetime Value,8,3,2,Yes,No,No,No,Fiber optic service,Higher monthly charges,Associated with fiber optic service and higher monthly charges.
6180-YBIQI,No,0.6826,68,High,1,Random Forest,train,Male,0,No,No,5,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,100.2,0-12 months,Low,Low Lifetime Value,1,0,0,No,Yes,No,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6728-DKUCO,No,0.1791,18,Low,0,Random Forest,train,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,104.15,7303.05,49+ months,Very High,Very High Lifetime Value,7,2,2,Yes,No,Yes,No,Fiber optic service,Electronic check payment,Associated with fiber optic service and electronic check payment.
9750-BOOHV,No,0.0726,7,Low,0,Random Forest,train,Female,0,No,No,32,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,30.15,927.65,25-48 months,Low,Moderate Lifetime Value,2,1,0,No,No,No,No,No tech support,No dependents,No single dominant cue; review full customer profile.
8597-CWYHH,No,0.374,37,Moderate,0,Random Forest,train,Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,94.35,3921.3,25-48 months,High,Very High Lifetime Value,5,0,2,Yes,No,No,No,Fiber optic service,Higher monthly charges,Associated with fiber optic service and higher monthly charges.
2848-YXSMW,No,0.0114,1,Low,0,Random Forest,train,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1363.25,49+ months,Low,Moderate Lifetime Value,1,0,0,No,No,No,No,No online security,No tech support,No single dominant cue; review full customer profile.
0486-HECZI,Yes,0.5336,53,Moderate,1,Random Forest,test,Male,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.75,5238.9,49+ months,High,Very High Lifetime Value,6,2,1,Yes,Yes,Yes,No,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
4549-ZDQYY,No,0.103,10,Low,0,Random Forest,train,Female,0,No,No,52,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),57.95,3042.25,49+ months,Moderate,Very High Lifetime Value,5,3,0,No,No,No,No,No dependents,No secondary cue,No single dominant cue; review full customer profile.
5712-AHQNN,No,0.656,66,High,1,Random Forest,train,Female,0,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,3954.1,25-48 months,High,Very High Lifetime Value,5,2,1,Yes,Yes,Yes,No,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
4846-WHAFZ,Yes,0.742,74,High,1,Random Forest,test,Female,1,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,2868.15,25-48 months,High,High Lifetime Value,3,0,0,Yes,Yes,Yes,Yes,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
5256-SKJGO,No,0.1202,12,Low,0,Random Forest,train,Female,0,Yes,Yes,64,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,54.6,3423.5,49+ months,Moderate,Very High Lifetime Value,5,2,2,No,No,Yes,No,Electronic check payment,No online security,Associated with electronic check payment.
3071-VBYPO,No,0.6933,69,High,1,Random Forest,train,Male,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,89.85,248.4,0-12 months,High,Low Lifetime Value,5,2,1,Yes,Yes,Yes,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
9560-BBZXK,No,0.0353,4,Low,0,Random Forest,train,Female,0,No,No,36,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),31.05,1126.35,25-48 months,Low,Moderate Lifetime Value,2,1,0,No,No,No,No,No tech support,No dependents,No single dominant cue; review full customer profile.
5299-RULOA,Yes,0.8623,86,Critical,1,Random Forest,train,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,1064.65,0-12 months,Very High,Moderate Lifetime Value,6,1,2,Yes,Yes,Yes,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
8402-OOOHJ,No,0.0192,2,Low,0,Random Forest,train,Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.65,835.15,25-48 months,Low,Moderate Lifetime Value,1,0,0,No,No,No,No,No online security,No tech support,No single dominant cue; review full customer profile.
9445-ZUEQE,No,0.5394,54,Moderate,1,Random Forest,train,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.2,2151.6,25-48 months,High,High Lifetime Value,5,2,0,Yes,Yes,No,No,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
1091-SOZGA,No,0.3953,40,Moderate,0,Random Forest,train,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.8,5515.45,49+ months,High,Very High Lifetime Value,6,1,2,Yes,No,No,No,Fiber optic service,Higher monthly charges,Associated with fiber optic service and higher monthly charges.
2928-HLDBA,No,0.2675,27,Low,0,Random Forest,train,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,112.75,0-12 months,Low,Low Lifetime Value,1,0,0,No,Yes,No,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
0404-SWRVG,Yes,0.8393,84,Critical,1,Random Forest,train,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,229.55,0-12 months,High,Low Lifetime Value,3,0,0,Yes,Yes,Yes,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6497-TILVL,No,0.4149,41,Moderate,0,Random Forest,test,Female,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7,350.35,0-12 months,Moderate,Low Lifetime Value,3,1,0,No,Yes,No,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7219-TLZHO,No,0.2951,30,Moderate,0,Random Forest,train,Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,62.9,0-12 months,Low,Low Lifetime Value,1,0,0,No,Yes,No,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4622-YNKIJ,No,0.1697,17,Low,0,Random Forest,train,Male,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.95,3027.65,25-48 months,High,Very High Lifetime Value,5,2,1,Yes,No,Yes,No,Fiber optic service,Electronic check payment,Associated with fiber optic service and electronic check payment.
4412-YLTKF,Yes,0.7455,75,High,1,Random Forest,test,Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,25-48 months,High,High Lifetime Value,4,1,0,Yes,Yes,Yes,Yes,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
6734-PSBAW,No,0.0109,1,Low,0,Random Forest,train,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.55,1723.95,49+ months,Low,High Lifetime Value,2,0,0,No,No,No,No,No online security,No tech support,No single dominant cue; review full customer profile.
3930-ZGWVE,No,0.597,60,High,1,Random Forest,test,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,0-12 months,Low,Low Lifetime Value,1,0,0,No,Yes,No,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2639-UGMAZ,No,0.2036,20,Low,0,Random Forest,train,Male,1,No,No,71,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,3985.35,49+ months,Moderate,Very High Lifetime Value,5,2,2,No,No,Yes,Yes,Electronic check payment,No tech support,Associated with electronic check payment.
2876-GZYZC,No,0.8393,84,Critical,1,Random Forest,train,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,1215.65,13-24 months,High,Moderate Lifetime Value,4,0,1,Yes,Yes,Yes,No,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
6207-WIOLX,Yes,0.4424,44,Moderate,0,Random Forest,train,Female,0,Yes,Yes,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,25-48 months,Moderate,High Lifetime Value,6,3,2,No,Yes,No,No,Month-to-month contract,No tech support,Associated with month-to-month contract.
8587-XYZSF,No,0.0615,6,Low,0,Random Forest,train,Male,0,No,No,67,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,3260.1,49+ months,Moderate,Very High Lifetime Value,3,1,0,No,No,No,No,No online security,No dependents,No single dominant cue; review full customer profile.
3091-FYHKI,Yes,0.8314,83,Critical,1,Random Forest,train,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,35.45,0-12 months,Moderate,Low Lifetime Value,2,0,1,No,Yes,Yes,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2372-HWUHI,Yes,0.7632,76,High,1,Random Forest,train,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,0-12 months,Moderate,Low Lifetime Value,2,0,0,No,Yes,Yes,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
